question,answer1,answer2,spread,rewards_daily_rate,gm_reward_per_100,sm_reward_per_100,bid_reward_per_100,ask_reward_per_100,volatility_sum,volatilty/reward,min_size,1_hour,3_hour,6_hour,12_hour,24_hour,7_day,30_day,best_bid,best_ask,volatility_price,max_spread,tick_size,neg_risk,market_slug,token1,token2,condition_id
Will Constellation Brands (STZ) beat quarterly earnings?,Yes,No,0.24999999999999997,10,5.0,5.0,5.0,5.0,60.870000000000005,0.08,200,145.12,88.92,65.16,46.94,35.1,13.71,12.06,0.23,0.48,0.36,3.5,0.01,False,stz-quarterly-earnings-nongaap-eps-2025-10-06-3pt44,8211134675341088151654666235042439067570826816129367358808765974245224731369,30120916030054598310034855228808006756809725011665767329053712871799197220395,0xfdd616cb8e7dca0de4541be7476a6a6a7b6a007a3856bb07f6d4cc1a1b930367
Will the highest temperature in New York City be between 81-82°F on October 7?,Yes,No,0.27999999999999997,10,5.0,5.0,5.0,5.0,133.57999999999998,0.04,50,52.81,50.19,55.07,43.97,42.74,45.42,45.42,0.14,0.42,0.28,3.5,0.01,True,will-the-highest-temperature-in-new-york-city-be-between-81-82f-on-october-7,10083060872703454230603936352342761628292216276451000152441776413438609388033,65090874404230034802051166196233224171202945422005966080606193247989914703695,0x495df50df01cd1a0b252818971cefe1abff9529707d2e8d316570dc700e869be
Will the highest temperature in London be between 60-61°F on October 7?,Yes,No,0.22000000000000003,10,5.0,5.0,5.0,5.0,233.03,0.02,50,21.08,19.15,17.22,68.14,94.53,69.25,69.25,0.06,0.28,0.17,3.5,0.01,True,will-the-highest-temperature-in-london-be-between-60-61f-on-october-7,80909785012575260928670897677769125893620720204049978480390982391693688737257,110115722557704595523539553119909065089584267867829771109848488323366823210718,0x697122411a28077c429af88711bb3d9e32f8d959b4d13ec2c85f019347475495
Will the highest temperature in London be between 66-67°F on October 7?,Yes,No,0.37,10,5.0,5.0,5.0,5.0,227.32999999999998,0.02,50,26.21,34.26,101.4,76.09,81.33,73.0,73.0,0.06,0.43,0.24,3.5,0.01,True,will-the-highest-temperature-in-london-be-between-66-67f-on-october-7,36334231500278560142919239754860516460561970195379190496770944165891881151121,45988807758567438804319569321633096812055866313892165543618233404215914683021,0x1775987270f54e70f4c3bca9b5b97c15a9694fe57dba381d6a50ba2cf0711061
Will Teja Dalphy win Big Brother UK Series 22?,Yes,No,0.019999999999999997,20,4.65,4.7,3.99,5.41,169.68,0.03,20,0.0,0.0,0.0,0.0,11.9,78.89,78.89,0.04,0.06,0.05,4.5,0.01,True,will-teja-dalphy-win-big-brother-uk-series-22,48549094574050039015745523595825969870784374379277828029239431636460345908277,9575292135347429478488724083764594780032216023976533538256367028128450055819,0x6c8079ee5b95edb54626f2bdd4dcc909d90eaa79c64a1e9484f859662def29f6
Will Sam Ashby win Big Brother UK Series 22?,Yes,No,0.01999999999999999,20,4.62,4.62,4.36,4.89,99.81,0.05,20,0.0,0.0,0.0,0.0,12.83,43.49,43.49,0.07,0.09,0.08,4.5,0.01,True,will-sam-ashby-win-big-brother-uk-series-22,78071029658909907933832228055722822442266518002661304142080724913172787206384,51714783320917123462088336501872446421899180540416491836473238146619329532096,0x1136ab8c4fdae226d809b87c58b1a687ae5f4aaeaad41aa527b4537a81ba286b
Will Elsa Rae win Big Brother UK Series 22?,Yes,No,0.020000000000000004,20,4.62,4.67,4.02,5.32,223.76,0.02,20,0.0,0.0,0.0,0.0,67.26,78.25,78.25,0.05,0.07,0.06,4.5,0.01,True,will-elsa-rae-win-big-brother-uk-series-22,47091204213348729415188248314370164101671662403560148413729691773559172092234,114129443506599428793891933452291468949531914841606103739591692613585501568453,0xf47f2477e2134935fface7e191dd906d829ae678f2aa22e77c80d7a1d98791ba
Israel x Hamas ceasefire by October 10?,Yes,No,0.020000000000000018,500,4.49,7.07,1.61,12.54,107.89,0.04,200,15.69,21.35,17.33,15.34,25.81,41.58,40.5,0.26,0.28,0.27,3.5,0.01,False,israel-x-hamas-ceasefire-by-october-10,8056974132757317296200280829846107035608526850837286443271605113602493796577,88358652301751022679112899649768658732865017162191802153930292169813218705479,0x60918e364dd0c217c3c1608993c2dfea7f1cbe66791670add299e4e104192993
Israel x Hamas ceasefire by October 31?,Yes,No,0.020000000000000018,400,4.41,4.85,2.83,6.87,40.9,0.11,200,0.0,0.0,3.11,5.36,7.57,16.36,13.45,0.61,0.63,0.62,3.5,0.01,False,israel-x-hamas-ceasefire-by-october-31,84317838341548518890483114460509081388373631447961519857517678607306651005749,60076252498943415720035677952854449191197123869037773384012380189362995221307,0xacac1a4b66459802a709b2f2eeed96fed8f8982a6fa6a782c3bc29556cc5b5a0
Will the federal government be shut down for 10–29 days in 2025?,Yes,No,0.010000000000000009,200,4.39,4.44,3.77,5.11,39.120000000000005,0.11,100,0.0,0.0,0.0,0.0,2.6,14.91,31.22,0.65,0.66,0.66,3.5,0.01,True,will-the-federal-government-be-shut-down-for-1521-days-in-2025,59205262672725447371793887677427313170766487871246296874903941045385502858154,70882210134856361266719253420145867929097418431612365208245715455835533522476,0x6d1bcf32e38cc291654e71c13e249972cda88bd09d4d98d504c3817e7480bab7
Will Tate Reynolds win Big Brother UK Series 22?,Yes,No,0.010000000000000002,20,4.28,4.3,3.88,4.73,196.99,0.02,20,0.0,0.0,0.0,0.0,21.65,87.67,87.67,0.04,0.05,0.04,4.5,0.01,True,will-tate-reynolds-win-big-brother-uk-series-22,54321757598103817859293129599790230255191873370923199372456534042547551687100,50254415782669607806634759806703655257854634078617667442772571845552359907558,0xd52987393f290284383c6219560b2aa730744745ef617206d828d28be9a7e4b9
"Will Elon Musk post 260-279 tweets from October 3 to October 10, 2025?",Yes,No,0.01999999999999999,30,4.21,4.36,3.23,5.49,98.97,0.04,50,32.58,22.12,20.25,19.9,14.07,42.45,42.45,0.14,0.16,0.15,3.5,0.01,True,elon-musk-of-tweets-october-3-october-10-260-279,77315525064481328628870735019838415392348864438722393013116848965223369264924,86000630388642370672826550468043273649551169321959156133144124047175945719755,0x91cce84b1994be7d58c104b2836a66cd92c856581a9c30a67d1303108ffa95bc
Will the highest temperature in New York City be between 76-77°F on October 6?,Yes,No,0.06,10,3.85,3.85,3.69,4.01,159.53,0.02,50,46.68,37.06,45.41,51.35,52.33,53.6,53.6,0.07,0.13,0.1,3.5,0.01,True,will-the-highest-temperature-in-new-york-city-be-between-76-77f-on-october-6,23599437381106575365026026112915406612871385169713511386448462806649827917437,18583381309400520260189007060514062198370719249037342576039654288706119093102,0xbc75bc8116be6dcfd430f75833db1a04e573930f04c2e093367df2e4c406a858
First enacted funding bill include ACA premium subsidy extension?,Yes,No,0.020000000000000004,20,3.74,3.74,3.74,3.75,66.92999999999999,0.06,100,26.82,16.28,11.66,8.3,5.89,30.52,30.52,0.08,0.1,0.09,3.5,0.01,False,first-enacted-funding-bill-include-aca-premium-subsidy-extension,18065761966904030099526350239943886599333374856839286024533851720608678611674,27675905906121583551280225056099770620905814631364475934575046365195488210313,0x4d4739df8e5f74c0028c78b6fb12ee96db39704275a79f77d8f8b47136ad7932
"Will Elon Musk post 280-299 tweets from September 30 to October 7, 2025?",Yes,No,0.03699999999999998,60,3.58,3.62,4.15,3.08,150.26999999999998,0.02,50,32.4,46.29,35.96,52.03,44.26,52.54,53.47,0.261,0.298,0.28,3.5,0.001,True,elon-musk-of-tweets-september-30-october-7-280-299,94426680883963212080469564639937458673853383545359258711608717351717981685843,112249437647448055236465418961923702954222049893672097118280624848413419143338,0x3c687f6b973b73669fa2f61a711062b2d943b69fa2a6e8a424c9e496ce6cf7bf
Will Russia capture Kupiansk by October 31?,Yes,No,0.020000000000000018,20,3.58,3.58,3.44,3.72,28.85,0.12,100,10.59,8.09,5.72,7.61,5.78,12.77,9.53,0.41,0.43,0.42,3.5,0.01,False,will-russia-capture-kupiansk-by-october-31-984,91300814666917711689994712370877225123558378566304699056737466977668079027958,61163616409882248465111019522441808398284310598331964583156258744874279193801,0x62ba158e174d930828d8fee32968f1c7c0e972bff94661e69c65c135f611f5b7
Will Phantom launch a token in 2025?,Yes,No,0.010000000000000009,25,3.47,3.47,3.67,3.28,119.10000000000001,0.03,50,0.0,0.0,0.0,0.0,39.7,39.7,39.7,0.09,0.1,0.1,3.5,0.01,False,will-phantom-launch-a-token-in-2025,56814672737971299887442229790951408217375204399513538598375685296324356689151,96923021826270264217524676824643082015197712293880060633386178777542932807895,0x84cf637b442ac5b4ac90386db16186c258f7e438fe26526313d0496641c4cac3
Nothing Ever Happens: October,Yes,No,0.01999999999999999,20,3.43,3.43,3.32,3.55,62.95,0.05,200,0.0,0.0,5.66,12.39,10.45,26.25,26.25,0.16,0.18,0.17,3.5,0.01,False,nothing-ever-happens-october,26179079140156017359866009607798128373025832439311307479374814145674674027852,89501377351614662011223915703665773240829850395801565022101684605671911590717,0x186e16547cd6f9c8c92d85daa3939cfd5a5db37ff0d7210feae56f6796a6eaf6
Israel withdraws from Gaza in 2025?,Yes,No,0.009999999999999981,30,3.37,3.38,3.54,3.21,42.339999999999996,0.08,200,0.0,0.0,6.83,9.49,9.49,16.81,14.73,0.14,0.15,0.14,3.5,0.01,False,israel-withdraws-from-gaza-in-2025,11512022135606101409111892101277435424095244943637628350132621658656733187436,41158123627243409797280482436177040010605365778006722266467179035594283771722,0x4f6be3a3a4d10c128211a0a430e44de4b66e7e9f7ab02a0393f1f4ad924ad980
Will the federal government be shut down for 4–9 days in 2025?,Yes,No,0.018999999999999996,100,3.3,3.3,3.18,3.43,83.62,0.04,100,88.01,51.41,36.47,29.39,26.39,27.08,31.65,0.04,0.059,0.05,3.5,0.001,True,will-the-federal-government-be-shut-down-for-814-days-in-2025,87349911910194656800992107704365873421990399504425103346444129432747998143957,15490379840629443145333883287351421979484403350653191077232269924329859554621,0x91f3dda0af0eb539eabcf5a34dc8cad9c06b0effde005ac9bfda5a02e548cad2
Will Eric Adams endorse Cuomo?,Yes,No,0.020000000000000018,70,3.26,3.86,1.79,5.92,28.92,0.11,100,0.0,0.0,2.79,4.65,3.91,11.24,14.89,0.71,0.73,0.72,3.5,0.01,False,will-eric-adams-endorse-cuomo,53711496223141845645313680027093421302492151782043432385685565480316878170093,41467336413463866375900800072152182192989705970122395437389522692707641577345,0xdcf2271b7c57b7de917ef6205de87a46a4c180970e9480c9290bc9d18b74db93
Will there be another US government shutdown by December 31?,Yes,No,0.020000000000000018,20,3.17,3.24,3.89,2.58,28.89,0.11,100,0.0,0.0,5.08,3.62,2.57,13.16,13.16,0.18,0.2,0.19,3.5,0.01,False,will-there-be-another-us-government-shutdown-by-december-31,73336468735525980324238502624150264233952967666570137621106523898691702620425,75215266828654246184705553871421878101956718632452622503727035091756338648583,0xabbc12ec87ba973d33b616ef35b93aeeb8fe7d58deb2737ed595cee7c6b18a0c
US forces in Venezuela by December 31?,Yes,No,0.009999999999999981,20,3.15,3.2,3.7,2.69,80.52000000000001,0.04,100,0.0,0.0,0.0,15.05,24.28,28.42,22.96,0.14,0.15,0.14,3.5,0.01,False,us-forces-in-venezuela-by-december-31-572,95526149185035768082913130591632540682913103274076888736340190863199148645190,33993014765883444294923112425562450354011233942945722983430039072023620326335,0x467176b3079c10574bef26546e834f5d3c1551bada9ec1d43ee5814651a0baf9
Which chamber will move first on a funding bill?,Senate,House,0.04999999999999999,10,3.11,3.12,3.0,3.23,86.27,0.04,100,22.22,29.35,26.17,20.1,18.89,33.69,33.69,0.38,0.43,0.4,3.5,0.01,False,which-chamber-will-move-first-on-a-funding-bill,35524620529409980172095803883110049927109341159462975912209461711610419692517,47239769772950324470541938060906106667366387861134641667164131586493508299359,0x5ad1f7aabd8436965afaea495fd57a4b144b24dcd95dd9232f67444ec3f1e564
Yieldbasis FDV above $1B one day after launch?,Yes,No,0.04999999999999999,10,3.09,3.1,3.3,2.9,175.36,0.02,100,0.0,0.0,4.23,5.21,17.2,79.08,79.08,0.46,0.51,0.48,3.5,0.01,False,yieldbasis-fdv-above-1b-one-day-after-launch,95044803636899241388238917009584541946627737243209507813374211530978935871833,112779494193160829897036143607858964177702859303934197911637222444358878624436,0xd8ade149e48ef74f5fae727ff67f97c2de23a9d8a7cbb6b9832d948e0e08a56e
Will the federal government be shut down for 30 or more days in 2025?,Yes,No,0.007000000000000006,100,3.05,3.1,2.57,3.63,68.71000000000001,0.04,200,7.99,8.55,7.86,6.11,7.56,24.81,42.81,0.29,0.297,0.29,3.5,0.001,True,will-the-federal-government-be-shut-down-for-36-or-more-days-in-2025-545,52552848934224056816857469289140953604065223085534396171662611273799205417898,3548268779506460907513432308994407623049411158653949513786067373479010046083,0x2b31e7ad9f42753434a1703d157a1c8414c92b6f1ea2fa35acf6df90be9d777e
Will the next government funding bill be a clean CR?,Yes,No,0.020000000000000018,20,2.97,2.99,3.25,2.72,28.48,0.1,200,0.0,0.0,0.0,0.0,0.0,14.24,14.24,0.31,0.33,0.32,3.5,0.01,False,will-the-next-government-funding-bill-be-a-clean-cr,68407455966681131834928695069073734868307798733458952815378371250001363324355,2946563909271325260650966585588709279364806560508687059477788827524371390751,0xf4db2e8ac022354e0cfec7b726800bc06172c44e47b4b6a941dab993f8e7fdf4
Kinetiq FDV above $1B one day after launch?,Yes,No,0.04999999999999999,10,2.95,3.01,2.38,3.65,42.89,0.07,50,8.75,12.17,9.83,11.31,8.39,17.25,17.25,0.45,0.5,0.48,3.5,0.01,False,kinetiq-fdv-above-1b-one-day-after-launch,57909680388124623195706590128706255192946062369808322073929909113446178298259,84249448128839846832918764286751711776975800693088212046517088551748312866283,0xf5b8106bf2429e116bb5baa183224692be9bb59b8947bb4fa7c9151ed49fa98d
Will The Life of a Showgirl’s first-week album sales be 4000000 or more?,Yes,No,0.03399999999999992,50,2.94,2.96,2.59,3.34,,nan,100,6.27,6.34,4.83,15.96,13.79,,,0.53,0.564,0.55,3.5,0.001,True,will-the-life-of-a-showgirls-first-week-album-sales-be-4000000-or-more,65153452939756716272650437373878128717551698147802153082420030394690136572916,48937354848253592690736058131279876226495714169863750677813620667008601724928,0xac668145450c97698032df41289265cc1eab25bc5f42c4d4809922ea7db39f3e
"Will John Fetterman vote ""Yea"" on the next funding bill?",Yes,No,0.010000000000000009,20,2.91,2.92,2.78,3.05,159.08,0.02,100,0.0,0.0,2.07,3.67,36.54,61.27,61.27,0.67,0.68,0.68,3.5,0.01,False,will-john-fetterman-vote-yea-on-the-next-funding-bill-495,36579107782390295376667632838551104950767058925565447278256380198297528048031,24603348374350829847871033222308422358716675804139009797656779325764020226340,0xcf6b9377b0703e268aa626e651f0ea6afbfdc9e85dd5c33100c7bce4638fad20
Maduro out in 2025?,Yes,No,0.009999999999999981,150,2.8,3.02,1.89,4.15,35.7,0.08,200,15.71,18.79,13.46,9.58,14.13,11.6,10.54,0.14,0.15,0.14,3.5,0.01,False,maduro-out-in-2025,45343480653694577807177505914664405669209636932459044719445554137639656106379,41964567801082845894806819450184088025109907047152958677101366054975498213237,0xafc235557ace53ff0b0d2e93392314a7c3f3daab26a79050e985c11282f66df7
Israel strikes Iran before 2026?,Yes,No,0.020000000000000018,30,2.78,3.19,1.62,4.76,18.21,0.15,100,0.0,0.0,4.62,4.27,3.85,7.69,7.61,0.37,0.39,0.38,3.5,0.01,False,israel-strikes-iran-before-2026,26101387301119236320811157843042624909865342298415631849879665540468380004943,4935491735120219515538276844021763019234029777255150441710331553232678592834,0xe4a2b3d43921a62fd693cbaca54249feec7b52fdcd5c7dd8c809a38179c1cbb0
Will House and Senate pass funding bill by October 15?,Yes,No,0.030999999999999972,50,2.72,2.74,2.42,3.06,85.62,0.03,200,11.32,10.45,8.58,19.51,13.96,35.83,35.83,0.254,0.285,0.27,3.5,0.001,False,will-house-and-senate-pass-funding-bill-by-october-15,71550761633678779571812332800748540030999275024621040190406289268806903203856,111171793885213426880133016125710364072286176293577274224722977002951711216423,0x8d41e65209690c2f9a6347019fbad1113bdf6f617d24befee07a60dfe389fa4a
Will annual inflation increase by 3.1% in September?,Yes,No,0.03999999999999998,10,2.63,2.64,2.37,2.91,31.940000000000005,0.08,50,23.27,14.67,13.52,9.86,8.22,13.73,7.88,0.25,0.29,0.27,3.5,0.01,True,will-annual-inflation-increase-by-3pt1-in-september-734,77332972471168355389903573572749947771368520277960943137127309760151501555977,66332480302267252359755684092567171911692350664499667083659771516608481075673,0x01d8550b6b04086caca37375875c52c586417a95d334f70cb9755d06935b7235
Will Mediterranean Sea Rescue organizations win the Nobel Peace Prize in 2025?,Yes,No,0.009000000000000001,70,2.55,2.62,2.05,3.18,383.67,0.01,20,50.81,44.81,98.41,127.89,127.89,127.89,127.89,0.041,0.05,0.05,3.5,0.001,True,will-mediterranean-sea-rescue-organizations-win-the-nobel-peace-prize-in-2025,114883260463905497736087260472456514586441582608897944939690381383053084748665,39517508757524565270787090924586814818185672546367781913981185363461964792537,0xe674576a95017969f60cedca16f6851503fd65209136cf8b8bf1044b3ecab4cb
"Will the announcers say ""Trump"" during Chiefs vs Jaguars game? (October 6)",Yes,No,0.22,5,2.5,2.5,2.5,2.5,68.17,0.04,20,0.0,0.0,0.0,10.87,7.71,30.23,30.23,0.03,0.25,0.14,4.5,0.01,False,will-the-announcers-say-trump-during-chiefs-vs-jaguars-game-october-6,73131588704239089112491384559672704290265517372105030501551276827184624724609,61461725963735722387019944063208083631769593375573768354797806690737641900033,0xf0dc1e23244f3e002a64d9e1665c613d853886d105df22109ab7a343c2fc19cb
"Will ""Tron: Ares"" Opening Weekend Box Office be between 45m and 50m?",Yes,No,0.08000000000000002,5,2.5,2.5,2.5,2.5,95.71000000000001,0.03,100,52.73,33.77,25.38,36.13,44.07,25.82,25.82,0.15,0.23,0.19,4.5,0.01,True,will-tron-ares-opening-weekend-box-office-be-between-45m-and-50m,38840431669882882515880781204215925731552689417525367771695597163536522727032,43864894766770962859244883551887194758390051037288550057485933924089565128348,0x2bc62d5a7e6d808a4ec97053b64526750b3b7ad98f82932579bfbc5ee998ab07
"Will Taylor Swift say ""Adele"" during Tonight Show on October 6?",Yes,No,0.24999999999999997,5,2.5,2.5,2.5,2.5,45.25,0.06,20,0.0,13.85,10.99,8.49,6.25,19.5,19.5,0.16,0.41,0.28,4.5,0.01,False,will-taylor-swift-say-adele-during-tonight-show-on-october-6,90368921024654073629997933350802666032874760971203286238697594720349208469456,62511466844334619111471259307201589276027140454539395535517184258208304846007,0x45e3643d4883cb6dc1a4b75ac100714d76eae3c9a67692c23760ffa8c28f2642
"Will Taylor Swift say ""Baby"" during Tonight Show on October 6?",Yes,No,0.26,5,2.5,2.5,2.5,2.5,94.16999999999999,0.03,20,7.01,4.25,8.25,5.89,30.31,31.93,31.93,0.2,0.46,0.33,4.5,0.01,False,will-taylor-swift-say-baby-during-tonight-show-on-october-6,65212823923873022009914716720826384068431178153556780787281376693030430349704,108970016001866780260284972346845554082780374147735482818876217482924691098404,0x331a24d3d4253f04944c73e5fe94f24300ff5cd257beb854cbe6690b10c4a1f0
Abdul-Malik out as leader of Houthis by December 31?,Yes,No,0.32999999999999996,5,2.5,2.5,2.5,2.5,89.16,0.03,100,0.0,0.0,0.0,0.0,0.0,44.58,44.58,0.1,0.43,0.26,3.5,0.01,False,abdul-malik-out-as-leader-of-houthis-by-december-31,88737784208972346390343891311692085785513477564906301194132424393454373946387,73550531811307899418368315088438500352584300174908220107697661616925063533129,0x34fb7ade4590ccd66268e1c225f383e3ee8e88ab2e7138e05013523a5045a52a
"Will the announcers say ""Scramble"" during Chiefs vs Jaguars game? (October 6)",Yes,No,0.94,5,2.5,2.5,2.5,2.5,56.72,0.04,20,0.0,0.0,0.0,0.0,25.82,15.45,15.45,0.05,0.99,0.52,4.5,0.01,False,will-the-announcers-say-scramble-during-chiefs-vs-jaguars-game-october-6,76692422968253127303306308964896008348904632006948966127013302290568108025206,32796125707399248604883695714793774622326825400894837483871914889422256743434,0xf3bc1448047febb616e4a776d5dea649191261b36efb190f0fffe48aa7f95990
