question,answer1,answer2,neg_risk,spread,best_bid,best_ask,rewards_daily_rate,bid_reward_per_100,ask_reward_per_100,gm_reward_per_100,sm_reward_per_100,min_size,max_spread,tick_size,market_slug,token1,token2,condition_id
"Will Elon Musk post 200-219 tweets from October 3 to October 10, 2025?",Yes,No,True,0.009999999999999995,0.08,0.09,30,4.35,8.02,5.91,6.18,50,3.5,0.01,elon-musk-of-tweets-october-3-october-10-200-219,10679409916757442477449892498964320282146264277053216347303867709783852911205,60276335492013674914112028622604915233948107852144118855467691923999607697942,0x4b5004bc05cdc3a6976a7c05fe826e84219c55375d43c3b823f6adbff1c3e3b7
Will Donald Trump issue 0 executive order in the week of October 10?,Yes,No,True,0.03,0.22,0.25,30,6.67,6.75,6.71,6.71,20,4.5,0.01,will-donald-trump-issue-0-executive-order-in-the-week-of-october-10,40178125642644161913805752525796046683270027735170060117538236671828143024699,109509627092167549391708500201914780042322928600511192294611570534176915701624,0xbe7305335831f9631ddc00515dcddf11c3fecf02b0bfe48c45d0acfc15beddab
Will Donald Trump issue 1 executive order in the week of October 10?,Yes,No,True,0.010000000000000009,0.19,0.2,30,6.06,8.18,7.04,7.12,20,4.5,0.01,will-donald-trump-issue-1-executive-order-in-the-week-of-october-10-371,75938073229619353455995471149418862355565312212326190987914353690562601837423,73721358719426642610444527265762153291987921901223665541600194175662909935259,0xbe24330b3491c7e8a61cfde7ee046ea3f0f2b26aec29d09996d71a7f1a712fff
"Will Elon Musk post 280-299 tweets from October 3 to October 10, 2025?",Yes,No,True,0.020000000000000004,0.11,0.13,30,7.06,4.95,5.91,6.0,50,3.5,0.01,elon-musk-of-tweets-october-3-october-10-280-299,22360276020767776220584316571497583297396665200681483567235669162036677190992,624905157752930760209213924273678325156875147147159938742352626690101662473,0x9aca3f0ee88c5a9de287c9f1456496f0a2c72f212583020db259f0a34ec31311
"Will Elon Musk post 260-279 tweets from October 3 to October 10, 2025?",Yes,No,True,0.01999999999999999,0.14,0.16,30,3.23,5.49,4.21,4.36,50,3.5,0.01,elon-musk-of-tweets-october-3-october-10-260-279,77315525064481328628870735019838415392348864438722393013116848965223369264924,86000630388642370672826550468043273649551169321959156133144124047175945719755,0x91cce84b1994be7d58c104b2836a66cd92c856581a9c30a67d1303108ffa95bc
Russia x Ukraine ceasefire by October 31?,Yes,No,False,0.0010000000000000009,0.022,0.023,30,1.33,0.77,1.01,1.05,200,3.5,0.001,russia-x-ukraine-ceasefire-by-october-31,16210420265704756151902479430645719985988113907781340892529981534678390874973,78492001513126765215977927465676404909312251129438234019964234079489804111350,0x63c6bddf7681c31a5a6be4a54bc7c682f7d171be45eae0178ff09d60fee21ef2
Will the Philadelphia Eagles win Super Bowl 2026?,Yes,No,True,0.010000000000000009,0.09,0.1,30,0.01,1.64,0.13,0.82,200,3.5,0.01,will-the-philadelphia-eagles-win-super-bowl-2026,59873137032795004471578997363676652017276022395318775286494721745081701789783,16882955783129418223479453957289228633869007482032286469228116546801591569776,0xd407fc7bc044a509b1eb3059d8a85af5493425d9edb677781dcc7a98c1554adb
Will House and Senate pass funding bill by October 31?,Yes,No,False,0.010000000000000009,0.73,0.74,30,0.63,0.5,0.56,0.56,200,3.5,0.01,will-house-and-senate-pass-funding-bill-by-october-31,51910214382432339741034448291916495216998563212594681281028683921112467260505,46027163205622689391488005743423797371801546467680434790604698771992817220397,0x27288994f537fbcb8861b69ff714f5d00cec2c8c6ac933bad7a808375e131e4a
Will the Baltimore Ravens win Super Bowl 2026?,Yes,No,True,0.000999999999999994,0.05,0.051,30,0.56,0.39,0.47,0.48,200,3.5,0.001,will-the-baltimore-ravens-win-super-bowl-2026,87918864565491471386671337550198987821013545780599955289795581515743085459873,13650729373396863503149204494735335464119911986355339951778806205194377721658,0x959899cd8459386dd0b0e46d13ce7d6b693f864641643c8629ef18762ef88a32
NATO x Russia military clash in 2025?,Yes,No,False,0.010000000000000009,0.13,0.14,30,0.54,0.54,0.54,0.54,200,3.5,0.01,nato-x-russia-military-clash-in-2025,53171128665094780284624918366742183683700821684099993040886078911819460719923,46669793261701274058301626990567979106777288135974640465216430713166316328439,0xafa3f21a2211a95b222a0704d1b763a48770905ff090b0143ae724013b51dbaa
Will 'The Fate of Ophelia' be the most streamed song on 'The Life of a Showgirl' on Oct 10th?,Yes,No,True,0.0010000000000000009,0.987,0.988,30,0.12,0.02,0.05,0.07,100,4.5,0.001,will-the-fate-of-ophelia-be-the-most-streamed-song-on-the-life-of-a-showgirl-on-oct-10th,103482820172710546038242899937384840913850073634812170147526301696837421422466,34424607867618185955190537993129514259360397192311362976976116133982954015977,0xde99b6f12b185d7febba9384f675976ce5294ea5078c77eb47c5fb4fb5d11ac9
Khamenei out as Supreme Leader of Iran in 2025?,Yes,No,False,0.009999999999999981,0.14,0.15,30,0.19,0.8,0.39,0.5,200,3.5,0.01,khamenei-out-as-supreme-leader-of-iran-in-2025,75505728818237076147318796536066812362152358606307154083407489467059230821371,67369669271127885658944531351746308398542291270457462650056001798232262328240,0x1b6f76e5b8587ee896c35847e12d11e75290a8c3934c5952e8a9d6e4c6f03cfa
Will the Kansas City Chiefs win Super Bowl 2026?,Yes,No,True,0.010000000000000009,0.09,0.1,30,0.37,0.18,0.26,0.28,200,3.5,0.01,will-the-kansas-city-chiefs-win-super-bowl-2026,11584273833068499329017832956188664326032555278943683999231427554688326830185,53459551166014752936660975821953116185386685262626945530676156366058725390297,0x1d395b8dea9dd429fbce85f8b8cbd5aa85ec8a2e8980755756be3eec03da5b9a
Will Shinjirō Koizumi be the next Prime Minister of Japan?,Yes,No,True,0.001,0.001,0.002,30,14.0,1.94,5.21,7.97,100,3.5,0.001,will-shinjir-koizumi-be-the-next-prime-minister-of-japan-148,56782505541797321833969825397194123078833693108363274704396901811738364760978,55998363602002924667053814952841858738004742857803945859381533344522326498583,0xa6e8cf5236902cf7dfe0fb7e7a148e6ddc4060b50f08e2f16034eaeae5a2017e
Will the Green Bay Packers win Super Bowl 2026?,Yes,No,True,0.00399999999999999,0.083,0.087,30,0.19,0.14,0.16,0.16,200,3.5,0.001,will-the-green-bay-packers-win-super-bowl-2026,115180637744426942159949058418963829633982406336900072654493212005540109120116,66899210149802960818318734350663481088206803948046032744038620155576797472616,0x632d9c1f768b65f774aa506811204f37b5d45de6d8adecc494beba3f447dfd8c
Russia x Ukraine ceasefire in 2025?,Yes,No,False,0.010000000000000009,0.09,0.1,30,0.86,0.64,0.74,0.75,200,3.5,0.01,russia-x-ukraine-ceasefire-in-2025,15974786252393396629980467963784550802583781222733347534844974829144359265969,42351579455604873042957090441032286075880144797259231030267680078160718556927,0x8ee2f1640386310eb5e7ffa596ba9335f2d324e303d21b0dfea6998874445791
James Comey arrested by October 31?,Yes,No,False,0.030000000000000027,0.52,0.55,30,5.22,4.88,5.05,5.05,200,3.5,0.01,james-comey-arrested-by-october-31,23418272514981997052418815895840495861976219490181315134502574478986060785907,3008237337623280723616475731853835980568155379803436162066608883246506861094,0xf039718dab1c1932d6c1e8538f68be56e7ba75ddb36c535752481fdab7be3b9c
"Will Elon Musk post 240-259 tweets from October 3 to October 10, 2025?",Yes,No,True,0.010000000000000009,0.13,0.14,30,7.85,6.05,6.89,6.95,50,3.5,0.01,elon-musk-of-tweets-october-3-october-10-240-259,91718481206284064309298750000250116670732840299584473984559349692987652757875,106785177200145829047480501520532773000234320758137134699334865277378198177682,0xf580f2488f8e03a0b81b67c85ec1906cd75e4c375ad769e21b0e3335a6382b60
Israel withdraws from Gaza in 2025?,Yes,No,False,0.009999999999999981,0.14,0.15,30,3.54,3.21,3.37,3.38,200,3.5,0.01,israel-withdraws-from-gaza-in-2025,11512022135606101409111892101277435424095244943637628350132621658656733187436,41158123627243409797280482436177040010605365778006722266467179035594283771722,0x4f6be3a3a4d10c128211a0a430e44de4b66e7e9f7ab02a0393f1f4ad924ad980
Will The Life of a Showgirl’s first-week album sales be between 3750000 and 4000000?,Yes,No,True,0.023999999999999994,0.16,0.184,30,1.42,1.99,1.68,1.7,20,3.5,0.001,will-the-life-of-a-showgirls-first-week-album-sales-be-between-3750000-and-4000000,91360593933318445342550105346878730944259472545382822211961422855586468829165,102863531504046751096245070949887178905658846678495516869275810515737986044809,0xb3ed322902fbad68dd6205197526e839e28bc9bc09172c9689d2686775225340
"Will Elon Musk post 300-319 tweets from October 3 to October 10, 2025?",Yes,No,True,0.008999999999999994,0.093,0.102,30,1.11,1.55,1.31,1.33,50,3.5,0.001,elon-musk-of-tweets-october-3-october-10-300-319,75250970286209155799256938568918686682278851804343306154266795208791602796802,12309751424236666262956032854837604771164196701951043956271419772318840568093,0x84bd5bc68d4681da07df5fd5ff5c9871aa06466ed01001a2259fbc4ad8e5e96a
Will Trump pardon Elizabeth Holmes in 2025?,Yes,No,False,0.008999999999999994,0.081,0.09,30,0.91,1.19,1.04,1.05,50,3.5,0.001,will-trump-pardon-elizabeth-holmes-in-2025,103822852094453186434496928384005852555801613159403847358781418039318936173012,107398040490576409233039341736821897858019510616589984223652132280078319704113,0xd9ace1cb7c36d299fad55876eb3ea31679ea9560f109817dfb29ec0591a4de9a
Israel strikes Iran before 2026?,Yes,No,False,0.020000000000000018,0.37,0.39,30,1.62,4.76,2.78,3.19,100,3.5,0.01,israel-strikes-iran-before-2026,26101387301119236320811157843042624909865342298415631849879665540468380004943,4935491735120219515538276844021763019234029777255150441710331553232678592834,0xe4a2b3d43921a62fd693cbaca54249feec7b52fdcd5c7dd8c809a38179c1cbb0
Will Phantom launch a token in 2025?,Yes,No,False,0.010000000000000009,0.09,0.1,25,3.67,3.28,3.47,3.47,50,3.5,0.01,will-phantom-launch-a-token-in-2025,56814672737971299887442229790951408217375204399513538598375685296324356689151,96923021826270264217524676824643082015197712293880060633386178777542932807895,0x84cf637b442ac5b4ac90386db16186c258f7e438fe26526313d0496641c4cac3
Will Hamas release any more hostages by October 31?,Yes,No,False,0.010000000000000009,0.74,0.75,20,0.49,1.13,0.74,0.81,200,3.5,0.01,will-hamas-release-any-more-hostages-by-october-31-318,89029808804279870557855686240149530168030606564476709253919995431313669994220,33791838663897440060999847718902188340767645393809753690843209839039887668589,0x996df5bfa70f2f7deaae459c83fb7ef432777289028b366d7c944718dcafe626
Will Russia capture Kupiansk by October 31?,Yes,No,False,0.020000000000000018,0.41,0.43,20,3.44,3.72,3.58,3.58,100,3.5,0.01,will-russia-capture-kupiansk-by-october-31-984,91300814666917711689994712370877225123558378566304699056737466977668079027958,61163616409882248465111019522441808398284310598331964583156258744874279193801,0x62ba158e174d930828d8fee32968f1c7c0e972bff94661e69c65c135f611f5b7
"Will John Fetterman vote ""Yea"" on the next funding bill?",Yes,No,False,0.010000000000000009,0.67,0.68,20,2.78,3.05,2.91,2.92,100,3.5,0.01,will-john-fetterman-vote-yea-on-the-next-funding-bill-495,36579107782390295376667632838551104950767058925565447278256380198297528048031,24603348374350829847871033222308422358716675804139009797656779325764020226340,0xcf6b9377b0703e268aa626e651f0ea6afbfdc9e85dd5c33100c7bce4638fad20
"Will Elon Musk post 260-279 tweets from September 30 to October 7, 2025?",Yes,No,True,0.028,0.019,0.047,20,0.77,1.3,1.0,1.04,50,3.5,0.001,elon-musk-of-tweets-september-30-october-7-260-279,69746862940104998649729682534544888361315794616348602509370321757159740750648,100308434359430680522523614100413264215353209979022499009934957875101330369035,0xdc8750fcdde12dfb3ff5ad85df380d5aca1effe7699caffcf05f850a6ee81496
Will the U.S. invade Venezuela in 2025?,Yes,No,False,0.009999999999999995,0.1,0.11,20,0.82,1.71,1.18,1.26,100,3.5,0.01,will-the-us-invade-venezuela-in-2025,28510305071001528588232263061858620884071686412926518442255373887747921822222,81046748927736052916392088237473207584765682653658270710464996485326088705956,0x62f31557b0e55475789b57a94ac385ee438ef9f800117fd1b823a0797b1fdd68
Will Teja Dalphy win Big Brother UK Series 22?,Yes,No,True,0.019999999999999997,0.04,0.06,20,3.99,5.41,4.65,4.7,20,4.5,0.01,will-teja-dalphy-win-big-brother-uk-series-22,48549094574050039015745523595825969870784374379277828029239431636460345908277,9575292135347429478488724083764594780032216023976533538256367028128450055819,0x6c8079ee5b95edb54626f2bdd4dcc909d90eaa79c64a1e9484f859662def29f6
US forces in Venezuela by December 31?,Yes,No,False,0.009999999999999981,0.14,0.15,20,3.7,2.69,3.15,3.2,100,3.5,0.01,us-forces-in-venezuela-by-december-31-572,95526149185035768082913130591632540682913103274076888736340190863199148645190,33993014765883444294923112425562450354011233942945722983430039072023620326335,0x467176b3079c10574bef26546e834f5d3c1551bada9ec1d43ee5814651a0baf9
Will George Gilbert win Big Brother UK Series 22?,Yes,No,True,0.03,0.1,0.13,20,5.03,5.84,5.42,5.44,20,4.5,0.01,will-george-gilbert-win-big-brother-uk-series-22,90521518075501989782004041138593911563754563029715346364915720827010117279295,90861013928981991201554347470922250230774796716218663212131427149068746303819,0x1896361ea1cb8ba3eeaeb69f3a86ac3ff224d9f8dbd6373c0d965844820a317f
US strikes Iran by October 31?,Yes,No,False,0.009999999999999995,0.07,0.08,20,0.46,3.06,1.19,1.76,200,3.5,0.01,us-strikes-iran-by-october-31,76432708248076662847958054374595944260160906427286878324113063044088889415703,14137143063616133197116295894862762442005638684750518863169422686821627040667,0x916d15ccf7f9d3cdf719fd80b6a6325e61007746fc300d59b8f62c1a8d6ca80a
Fed decreases interest rates by 25 bps after December 2025 meeting?,Yes,No,True,0.010000000000000009,0.74,0.75,20,0.98,0.14,0.37,0.56,200,3.5,0.01,fed-decreases-interest-rates-by-25-bps-after-december-2025-meeting,87769991026114894163580777793845523168226980076553814689875238288185044414090,13411284055273560855537595688801764123705139415061660246624128667183605973730,0xcb111226a8271fed0c71bb5ec1bd67b2a4fd72f1eb08466e2180b9efa99d3f32
Nothing Ever Happens: Taylor Swift Edition,Yes,No,False,0.010000000000000009,0.88,0.89,20,0.99,1.17,1.08,1.08,100,3.5,0.01,nothing-ever-happens-taylor-swift-edition,10604673930045595096656578465398178225797778578464695493215316910489435389441,113497775872641973077749304955090816033973307423779319550893202026919068612225,0xc60ea27c2acb3ce6ed052f628e8c12d315d8bb3a2e1e1d5f248e255e1b7ecccb
MicroStrategy announces >4000 BTC purchase October 7-13?,Yes,No,False,0.37,0.07,0.44,20,10.0,10.0,10.0,10.0,50,3.5,0.01,microstrategy-announces-4000-btc-purchase-october-7-13,52705858273323394095673625157889517666587416124015181500904718133168412925069,109918084304058737514950618904470722444571279779020231446012220585872044744427,0x5696c1ef42bbceae0c750c06453659fcd590db9759127323874bc979eb49d3bf
Will Cameron Barnes win Big Brother UK Series 22?,Yes,No,True,0.021000000000000005,0.109,0.13,20,0.89,0.97,0.93,0.93,20,4.5,0.001,will-cameron-barnes-win-big-brother-uk-series-22,69377751090589106179993707059930263041797879561110650061483215644429043532595,55927473467137506986659807865041215017453638963035743862921706876200739248819,0x99f2064f062909f95fd44c8d5b24098f8286e1abb95f010d495a3c12555480dc
Will Microstrategy announce a Bitcoin purchase October 7-13?,Yes,No,False,0.14,0.65,0.79,20,10.0,10.0,10.0,10.0,50,3.5,0.01,will-microstrategy-announce-a-bitcoin-purchase-october-7-13,13668236835015019588840206434836071609611596402386682417843320072598629694666,16381736053689479691831339912593464081367225780173604735629198522437282548213,0x9fadef0b594d8a8bef9b21fd40fde379d5b5b9aaf6b29686fdc14b455b11fc63
Will there be another US government shutdown by December 31?,Yes,No,False,0.020000000000000018,0.18,0.2,20,3.89,2.58,3.17,3.24,100,3.5,0.01,will-there-be-another-us-government-shutdown-by-december-31,73336468735525980324238502624150264233952967666570137621106523898691702620425,75215266828654246184705553871421878101956718632452622503727035091756338648583,0xabbc12ec87ba973d33b616ef35b93aeeb8fe7d58deb2737ed595cee7c6b18a0c
Will Richard Storry win Big Brother UK Series 22?,Yes,No,True,0.009999999999999995,0.05,0.06,20,4.33,6.29,5.22,5.31,20,4.5,0.01,will-richard-storry-win-big-brother-uk-series-22,82507084388612887545338348312697126278023440533779932092938115417509229352700,63388254136517160539299730664174274599935551047315716129779065605795590290004,0x279f20438a250c5b0ef67fde6b362dbedc7583f30126ac3169e451975063bf4e
Will Feyisola Akintoye win Big Brother UK Series 22?,Yes,No,True,0.017,0.013,0.03,20,2.13,1.08,1.52,1.6,20,4.5,0.001,will-feyisola-akintoye-win-big-brother-uk-series-22,71104463295656951528343471085349201609373334777291455325135927221614235852570,6108785340522904708287992902898998021330117448846168019738514551749130047618,0xb5b9f1c1cc18cd5e344a3d54f6111079f920e4b8945150df90c158ea13c354c7
Will Nancy Nocerino win Big Brother UK Series 22?,Yes,No,True,0.014000000000000002,0.011,0.025,20,2.49,1.2,1.73,1.85,20,4.5,0.001,will-nancy-nocerino-win-big-brother-uk-series-22,49745107755794129634997730572884661893678540640307618221689510187227460435999,52035182122555743084473853890239249367147592429401875027133450058106628040691,0xfa5b0294a3bb1b56eac92eeb4e227cc3c01cde0c40daec2eb74db465cce0cac6
